char,hanviet,pinyin
邀,['yêu'],yāo
邁,['mại'],mài
邂,['giải'],xiè
邃,['thuý'],suì
邇,['nhĩ'],ěr
邈,['mạc'],miǎo
邉,['biên'],biān
邊,['biên'],biān
邋,['lạp'],lā
邏,['la'],luó
邑,['ấp'],yì
⻏,['ấp'],*
邕,['ung'],yōng
邗,['hàn'],hán
邘,['vu'],yú
邙,['mang'],máng
邠,['bân'],bīn
邢,['hình'],xíng
邦,['bang'],bāng
邧,['nguyên'],yuán
邨,['thôn'],cūn
邯,['hàm'],hán
邰,['thai'],tái
邵,['thiệu'],shào
邷,['ngoã'],wǎ
邸,['để'],dǐ
邽,['khuê'],guī
邾,['chu'],zhū
邿,['thi'],shī
郃,['cáp'],hé
郈,['hậu'],hòu
郊,['giao'],jiāo
郎,['lang'],láng
郔,['diên'],yán
郕,['thành'],chéng
郚,['ngữ'],wú
郛,['phu'],fú
郜,['cáo'],gào
郝,['hác'],hǎo
郞,['lang'],láng
郟,['giáp'],jiá
郠,['cánh'],gěng
郡,['quận'],jùn
郢,['dĩnh'],yǐng
郪,['thê'],qī
郫,['bì'],pí
郭,['quách'],guō
郯,['đàm'],tán
郲,['lai'],lái
郳,['nghê'],ní
郴,['sâm'],chēn
郵,['bưu'],yóu
郹,['kích'],jú
都,['đô'],dōu
郾,['yển'],yǎn
鄀,['nhược'],ruò
鄂,['ngạc'],è
鄅,['vũ'],yǔ
鄆,['vận'],yùn
鄇,['hậu'],hóu
鄈,['quỳ'],kuí
鄋,['sưu'],sōu
鄍,['minh'],míng
鄎,['tức'],xī
鄏,['nhục'],rǔ
鄐,['súc'],chù
鄑,['tấn'],zī
鄒,['trâu'],zōu
鄔,['ổ'],wū
鄖,['vân'],yún
鄙,['bỉ'],bǐ
鄜,['phu'],fū
鄞,['ngân'],yín
鄠,['hộ'],hù
鄤,['mạn'],màn
鄦,['hứa'],xǔ
鄧,['đặng'],dèng
鄩,['tầm'],xún
鄬,['vy'],wéi
鄭,['trịnh'],zhèng
鄮,['mậu'],mào
鄯,['thiện'],shàn
鄰,['lân'],lín
鄱,['bà'],pó
鄲,['đan'],dān
鄴,['nghiệp'],yè
鄵,['tháo'],cào
鄺,['quảng'],kuàng
鄾,['ưu'],yōu
酃,['linh'],líng
酆,['phong'],fēng
酉,['dậu'],yǒu
酋,['tù'],qiú
酌,['chước'],zhuó
配,['phối'],pèi
酏,['di'],yǐ
酒,['tửu'],jiǔ
酔,['tuý'],zuì
酕,['mao'],máo
酚,['phân'],fēn
酞,['thái'],tài
酡,['đà'],tuó
酣,['hàm'],hān
酤,['cô'],gū
酥,['tô'],sū
酧,['thù'],chóu
酩,['mính'],mǐng
酪,['lạc'],lào
酬,['thù'],chóu
酮,['đồng'],tóng
酯,['chỉ'],zhǐ
酲,['trình'],chéng
酴,['đồ'],tú
酶,['môi'],méi
酷,['khốc'],kù
酸,['toan'],suān
醁,['lục'],lù
醃,['yêm'],yān
醄,['đào'],táo
醅,['phôi'],pēi
醆,['trản'],zhǎn
醇,['thuần'],chún
醉,['tuý'],zuì
醊,['chuyết'],zhuì
醌,['côn'],kūn
醐,['hồ'],hú
醕,['thuần'],chún
醖,['uấn'],yùn
醜,['xú'],chǒu
醝,['ta'],cuō
醟,['vinh'],yòng
醡,['trá'],zhà
醢,['hải'],hǎi
醣,['đường'],táng
醬,['tương'],jiàng
醭,['phốc'],bú
醮,['tiếu'],jiào
醰,['đàm'],tán
醲,['nùng'],nóng
醳,['dịch'],yì
醴,['lễ'],lǐ
醵,['cự'],jù
醹,['nhu'],rú
醺,['huân'],xūn
醼,['yến'],yàn
醽,['linh'],líng
釀,['nhưỡng'],niàng
釁,['hấn'],xìn
釂,['tiếu'],jiào
釆,['biện'],biàn
釉,['dứu'],yòu
野,['dã'],yě
金,['kim'],jīn
釒,['kim'],jīn
釓,['ca'],gá
釔,['ất'],yǐ
釗,['chiêu'],zhāo
釜,['phủ'],fǔ
釢,['nãi'],nǎi
釣,['điếu'],diào
釧,['xuyến'],chuàn
釷,['thổ'],tǔ
釹,['nục'],nǚ
釺,['thiên'],qiān
鈁,['phương'],fāng
鈃,['hình'],xíng
鈄,['đẩu'],dǒu
鈇,['phu'],fū
鈈,['bất'],bù
鈌,['quyết'],jué
鈍,['độn'],dùn
鈎,['câu'],gōu
鈐,['kiềm'],qián
鈑,['bản'],bǎn
鈒,['táp'],sà
鈕,['nữu'],niǔ
鈞,['quân'],jūn
鈣,['cái'],gài
鈤,['nhật'],rì
鈥,['hoả'],huǒ
鈦,['thái'],tài
鈧,['kháng'],kàng
鈮,['ni'],nǐ
鈰,['thị'],shì
鈴,['linh'],líng
鈷,['cổ'],gǔ
鈹,['phi'],pī
鈺,['ngọc'],yù
鈽,['bố'],bū
鉀,['giáp'],jiǎ
鉄,['thiết'],zhí
鉅,['cự'],jù
鉊,['chiêu'],zhāo
鉋,['bào'],bào
鉕,['phả'],pō
鉗,['kiềm'],qián
鉚,['mão'],mǎo
鉠,['ương'],yāng
鉢,['bát'],bō
鉤,['câu'],gōu
鉥,['thuật'],shù
鉦,['chinh'],zhēng
鉧,['mẫu'],mǔ
鉬,['mục'],mù
鉭,['đán'],tǎn
鉶,['hình'],xíng
鉸,['giảo'],jiǎo
鉼,['bính'],bǐng
鉿,['cáp'],jiā
銀,['ngân'],yín
銃,['súng'],chòng
銅,['đồng'],tóng
銎,['khung'],qióng
銓,['thuyên'],quán
銕,['thiết'],tiě
銖,['thù'],zhū
銘,['minh'],míng
銜,['hàm'],xián
銠,['lão'],lǎo
銣,['như'],rú
銤,['mễ'],mǐ
銥,['y'],yī
銦,['nhân'],yīn
銧,['quang'],guāng
銨,['an'],ǎn
銩,['đâu'],diū
銪,['hữu'],yǒu
銫,['sắc'],sè
銬,['khảo'],kào
銱,['điếu'],diào
銶,['cầu'],qiú
銷,['tiêu'],xiāo
銹,['tú'],xiù
銻,['đễ'],tí
鋂,['môi'],méi
鋃,['lang'],láng
鋆,['quân'],yún
鋇,['bối'],bèi
鋈,['ốc'],wù
鋐,['hoành'],hóng
鋒,['phong'],fēng
鋕,['chí'],zhì
鋝,['luyệt'],lüè
鋡,['hàm'],hán
鋣,['da'],yé
鋤,['sừ'],chú
鋨,['nga'],é
鋩,['mang'],máng
鋯,['cáo'],gào
鋰,['lý'],lǐ
鋱,['thắc'],tè
鋼,['cương'],gāng
錁,['quả'],guǒ
錄,['lục'],lù
錆,['thương'],qiāng
錈,['quyển'],juǎn
錒,['a'],ā
錕,['côn'],kūn
錚,['tranh'],zhēng
錛,['bôn'],bēn
錠,['đĩnh'],dìng
錦,['cẩm'],jǐn
錨,['miêu'],máo
錩,['xương'],chāng
錫,['tích'],xī
錬,['luyện'],liàn
錮,['cố'],gù
録,['lục'],lù
錴,['lục'],lù
錶,['biểu'],biǎo
錸,['lai'],lái
鍀,['đắc'],dé
鍁,['hân'],xiān
鍆,['môn'],mén
鍊,['luyện'],liàn
鍋,['oa'],guō
鍍,['độ'],dù
鍐,['tông'],zōng
鍔,['ngạc'],è
鍘,['trát'],zhá
鍚,['dương'],yáng
鍠,['hoàng'],huáng
鍥,['khiết'],qiè
鍩,['nặc'],tiǎn
鍪,['mâu'],móu
鍫,['thiêu'],qiāo
鍬,['thiêu'],qiāo
鍭,['hầu'],hóu
鍰,['hoàn'],huán
鍳,['giám'],jiàn
鍴,['đoan'],duān
鍵,['kiện'],jiàn
鍾,['chung'],zhōng
鎄,['ai'],āi
鎇,['my'],méi
鎋,['hạt'],xiá
鎌,['liêm'],lián
鎍,['tác'],suǒ
鎏,['lưu'],liú
鎒,['nậu'],nòu
鎖,['toả'],suǒ
鎛,['bác'],bó
鎝,['táp'],dā
鎡,['tư'],zī
鎢,['ô'],wū
鎣,['oánh'],yíng
鎤,['hoảng'],huàng
鎧,['khải'],kǎi
鎪,['sưu'],sōu
鎭,['trấn'],zhèn
鎮,['trấn'],zhèn
鎯,['lang'],láng
鎰,['dật'],yì
鎲,['đảng'],tǎng
鎳,['niết'],niè
鎵,['gia'],jiā
鎸,['tuyên'],juān
鎿,['nã'],ná
鏁,['toả'],suǒ
鏃,['thốc'],zú
鏈,['liên'],liàn
鏊,['ngao'],ào
鏌,['mạc'],mò
鏑,['đích'],dí
鏖,['ao'],áo
鏗,['khanh'],kēng
鏘,['thương'],qiāng
鏜,['thang'],tāng
鏝,['man'],màn
鏤,['lũ'],lòu
鏦,['thung'],cōng
鏰,['băng'],bèng
鏵,['hoa'],huá
鏷,['bộc'],pú
鏸,['huệ'],huì
鏻,['lân'],lín
鏽,['tú'],xiù
鐄,['hoành'],huáng
鐇,['phiên'],fán
鐐,['liêu'],liáo
鐒,['lao'],láo
鐗,['giản'],jiǎn
鐘,['chung'],zhōng
鐝,['quyết'],jué
鐠,['phổ'],pǔ
鐦,['khai'],kāi
鐧,['giản'],jiān
鐨,['phí'],fèi
鐫,['tuyên'],juān
鐮,['liêm'],lián
鐲,['trạc'],zhuó
鐳,['lôi'],léi
鐵,['thiết'],tiě
鐶,['hoàn'],huán
鐸,['đạc'],duó
鐾,['tý'],bèi
鐿,['ý'],yì
鑄,['chú'],zhù
鑊,['hoạch'],huò
鑑,['giám'],jiàn
鑒,['giám'],jiàn
鑔,['sát'],chǎ
鑕,['chất'],zhì
鑞,['lạp'],là
鑠,['thước'],shuò
鑢,['lự'],lǜ
鑣,['tiêu'],biāo
鑤,['bào'],bào
鑥,['lỗ'],lǔ
鑫,['hâm'],xīn
鑱,['sàm'],chán
鑴,['huề'],xī
鑵,['quán'],guàn
鑷,['nhiếp'],niè
鑹,['thoản'],cuān
鑼,['la'],luó
鑾,['loan'],luán
钂,['đảng'],tǎng
钃,['chúc'],zhú
镸,['trường'],cháng
镻,['điệt'],dié
門,['môn'],mén
閂,['soan'],shuān
閆,['diêm'],yán
閈,['hãn'],hàn
閉,['bế'],bì
開,['khai'],kāi
閏,['nhuận'],rùn
閑,['nhàn'],xián
閔,['mẫn'],mǐn
閗,['đấu'],dòu
閛,['phanh'],pēng
閟,['bí'],bì
閡,['ngại'],ài
関,['quan'],guān
閣,['các'],gé
閥,['phiệt'],fá
閧,['hống'],hòng
閨,['khuê'],guī
閩,['mân'],mǐn
閫,['khổn'],kǔn
閭,['lư'],lǘ
閱,['duyệt'],yuè
閲,['duyệt'],yuè
閶,['xương'],chāng
閹,['yêm'],yān
閺,['văn'],wén
閽,['hôn'],hūn
閿,['văn'],wén
闃,['khuých'],qù
闆,['bản'],bǎn
闉,['nhân'],yīn
闊,['khoát'],kuò
闋,['khuyết'],què
闌,['lan'],lán
闐,['điền'],tián
闑,['niết'],niè
闔,['hạp'],hé
闖,['sấm'],chuǎng
闘,['đấu'],dòu
闚,['khuy'],kuī
闡,['xiển'],chǎn
闤,['hoàn'],huán
闥,['thát'],tà
阜,['phụ'],fù
阝,['phụ'],fù
阞,['lặc'],lè
阡,['thiên'],qiān
阪,['phản'],bǎn
阮,['nguyễn'],ruǎn
阯,['chỉ'],zhǐ
防,['phòng'],fáng
阹,['khư'],qū
阻,['trở'],zǔ
陀,['đà'],tuó
附,['phụ'],fù
陋,['lậu'],lòu
陌,['mạch'],mò
限,['hạn'],xiàn
陑,['nhi'],ér
陔,['cai'],gāi
陛,['bệ'],bì
陞,['thăng'],shēng
陟,['trắc'],zhì
陡,['đẩu'],dǒu
院,['viện'],yuàn
陣,['trận'],zhèn
除,['trừ'],chú
陪,['bồi'],péi
陬,['tưu'],zōu
陲,['thuỳ'],chuí
陵,['lăng'],líng
陷,['hãm'],xiàn
陸,['lục'],lù
陻,['nhân'],yīn
陽,['dương'],yáng
陾,['nhưng'],réng
陿,['hiệp'],xiá
隂,['âm'],yīn
隄,['đê'],dī
隅,['ngung'],yú
隆,['long'],lóng
隈,['ôi'],wēi
隉,['niết'],niè
隍,['hoàng'],huáng
階,['giai'],jiē
隒,['nghiệm'],yǎn
隔,['cách'],gé
隖,['ổ'],wù
隙,['khích'],xì
際,['tế'],jì
隞,['ngao'],áo
隟,['khích'],xì
隠,['ẩn'],yǐn
隣,['lân'],lín
隤,['đồi'],tuí
隨,['tuỳ'],suí
險,['hiểm'],xiǎn
隰,['thấp'],xí
隳,['huy'],huī
隴,['lũng'],lǒng
隷,['lệ'],lì
隸,['lệ'],lì
隹,['chuy'],zhuī
隻,['chích'],zhī
隼,['chuẩn'],sǔn
雀,['tước'],què
雁,['nhạn'],yàn
雄,['hùng'],xióng
集,['tập'],jí
雇,['cố'],gù
雉,['trĩ'],zhì
雌,['thư'],cí
雒,['lạc'],luò
雕,['điêu'],diāo
雗,['hàn'],hàn
雘,['hoạch'],wò
雙,['song'],shuāng
雛,['sồ'],chú
雜,['tạp'],zá
雞,['kê'],jī
雪,['tuyết'],xuě
雯,['văn'],wén
雰,['phân'],fēn
雱,['bàng'],pāng
雲,['vân'],yún
零,['linh'],líng
電,['điện'],diàn
霂,['mộc'],mù
霄,['tiêu'],xiāo
霆,['đình'],tíng
霈,['bái'],pèi
霏,['phi'],fēi
霒,['âm'],yīn
霓,['nghê'],ní
霖,['lâm'],lín
霙,['anh'],yīng
霛,['linh'],líng
霜,['sương'],shuāng
霝,['linh'],líng
霞,['hà'],xiá
霡,['mạch'],mài
霢,['mạch'],mài
霣,['vẫn'],yǔn
霤,['lựu'],liù
霧,['vụ'],wù
霨,['uý'],wèi
霩,['khuếch'],kuò
霪,['dâm'],yín
霫,['tập'],xí
霮,['đạm'],dàn
露,['lộ'],lù
靁,['lôi'],léi
靂,['lịch'],lì
靆,['đãi'],dài
靈,['linh'],líng
靉,['ái'],ài
靑,['thanh'],qīng
青,['thanh'],qīng
靛,['điện'],diàn
靝,['thiên'],tiān
靣,['diện'],miàn
靪,['đinh'],dīng
靭,['nhận'],rèn
靮,['đích'],dí
靰,['ngột'],wù
靲,['cầm'],qín
靳,['cận'],jìn
靴,['ngoa'],xuē
靷,['dẫn'],yǐn
靸,['táp'],sǎ
靺,['mạt'],mò
靼,['đát'],dá
靿,['áo'],yào
鞀,['đào'],táo
鞁,['bị'],bèi
鞃,['hoành'],hóng
鞇,['nhân'],yīn
鞉,['đào'],táo
鞋,['hài'],xié
鞏,['củng'],gǒng
鞗,['điều'],tiáo
鞚,['khống'],kòng
鞠,['cúc'],jū
鞡,['lạp'],la
鞣,['nhu'],róu
鞥,['nhăng'],ēng
鞦,['thu'],qiū
鞧,['thu'],qiū
鞫,['cúc'],jū
鞬,['kiện'],jiān
鞭,['tiên'],biān
鞮,['đê'],dī
鞲,['câu'],gōu
鞵,['hài'],xié
鞶,['bàn'],pán
鞾,['ngoa'],xuē
韁,['cương'],jiāng
韃,['thát'],dá
韅,['hiển'],xiǎn
韆,['thiên'],qiān
韉,['tiên'],jiān
韌,['nhận'],rèn
韍,['phất'],fú
韎,['muội'],mèi
韓,['hàn'],hán
韙,['vĩ'],wěi
韝,['câu'],gōu
韣,['độc'],dú
韭,['cửu'],jiǔ
韱,['tiêm'],xiān
韶,['thiều'],sháo
韺,['anh'],yīng
韻,['vận'],yùn
響,['hưởng'],xiǎng
頀,['hộ'],hù
頁,['hiệt'],yè
頄,['cừu'],kuí
項,['hạng'],xiàng
順,['thuận'],shùn
頇,['han'],hān
須,['tu'],xū
頊,['húc'],xū
預,['dự'],yù
頑,['ngoan'],wán
頓,['đốn'],dùn
頖,['phán'],pàn
頞,['át'],è
頟,['ngạch'],é
頠,['ngỗi'],wěi
頤,['di'],yí
頭,['đầu'],tóu
頰,['giáp'],jiá
頴,['dĩnh'],yǐng
頸,['cảnh'],jǐng
頹,['đồi'],tuí
頻,['tần'],pín
頽,['đồi'],tuí
顇,['tuỵ'],cuì
顋,['tai'],sāi
額,['ngạch'],é
顎,['ngạc'],è
顏,['nhan'],yán
顑,['kham'],kǎn
顒,['ngung'],yóng
顓,['chuyên'],zhuān
顔,['nhan'],yán
願,['nguyện'],yuàn
顙,['tảng'],sǎng
顚,['điên'],diān
顛,['điên'],diān
顜,['giảng'],jiǎng
類,['loại'],lèi
顢,['man'],mán
顦,['tiều'],qiáo
顧,['cố'],gù
顬,['nhu'],rú
顯,['hiển'],xiǎn
顰,['tần'],pín
顳,['nhiếp'],niè
顴,['quyền'],quán
颯,['táp'],sà
颳,['quát'],guā
颶,['cụ'],jù
颺,['dương'],yáng
颽,['khải'],kǎi
飀,['lưu'],liú
飂,['liêu'],liù
飃,['phiêu'],piāo
飄,['phiêu'],piāo
飈,['biểu'],biāo
飌,['phong'],fēng
飛,['phi'],fēi
飜,['phiên'],fān
飠,['thực'],shí
飣,['đính'],dìng
飤,['tự'],sì
飥,['thác'],tuō
飩,['đồn'],tún
飪,['nhẫm'],rèn
飭,['sức'],chì
飶,['tất'],bì
飼,['tự'],sì
飽,['bão'],bǎo
飾,['sức'],shì
飿,['đốt'],duò
餀,['hải'],hài
餁,['nhẫm'],rèn
餄,['hợp'],jiá
餅,['bánh'],bǐng
餈,['tư'],cí
餉,['hướng'],xiǎng
餎,['lạc'],le
餐,['xan'],cān
餑,['bột'],bō
餒,['nỗi'],něi
餕,['tuấn'],jùn
餖,['đậu'],dòu
餗,['tốc'],sù
餘,['dư'],yú
餚,['hào'],yáo
餛,['hồn'],hún
餜,['quả'],guǒ
餞,['tiễn'],jiàn
餟,['chuyết'],zhuì
餠,['bính'],bǐng
餡,['hãm'],xiàn
館,['quán'],guǎn
餩,['ách'],è
餪,['noãn'],nuǎn
餫,['hồn'],yùn
餬,['hồ'],hú
餮,['thiết'],tiè
餯,['hối'],huì
餱,['hầu'],hóu
餵,['uỷ'],wèi
餶,['cốt'],gǔ
餸,['tống'],sòng
餹,['đường'],táng
餺,['bác'],bó
餻,['cao'],gāo
餽,['quỹ'],kuì
餿,['sưu'],sōu
饃,['mô'],mó
饅,['man'],mán
饈,['tu'],xiū
饉,['cận'],jǐn
饋,['quỹ'],kuì
饍,['thiện'],shàn
饐,['ý'],yì
饒,['nhiêu'],ráo
饔,['ung'],yōng
饕,['thao'],tāo
饗,['hưởng'],xiǎng
饘,['chiên'],zhān
饙,['phân'],fēn
饜,['yếm'],yàn
饝,['ma'],mó
饞,['sàm'],chán
饟,['hướng'],xiǎng
馗,['quỳ'],kuí
香,['hương'],xiāng
馝,['tất'],bì
馣,['am'],ān
馬,['mã'],mǎ
馭,['ngự'],yù
馲,['trách'],zhé
馳,['trì'],chí
馵,['chú'],zhù
馹,['nhật'],rì
駁,['bác'],bó
駈,['khu'],qū
駉,['quynh'],jiōng
駐,['trú'],zhù
駑,['nô'],nú
駒,['câu'],jū
駓,['phi'],pī
駕,['giá'],jià
駗,['trân'],zhěn
駛,['sử'],shǐ
駜,['bật'],bì
駞,['đà'],tuó
駟,['tứ'],sì
駡,['mạ'],mà
駢,['biền'],pián
駪,['sân'],shēn
駬,['nhĩ'],ěr
駭,['hãi'],hài
駮,['bác'],bó
駰,['nhân'],yīn
駱,['lạc'],luò
駴,['hãi'],hài
駵,['lưu'],liú
駸,['xâm'],qīn
駹,['mang'],máng
駻,['hãn'],hàn
駾,['thoái'],tuì
駿,['tuấn'],jùn
騁,['sính'],chěng
騄,['lục'],lù
騅,['chuy'],zhuī
騇,['xá'],shè
騉,['côn'],kūn
騋,['lai'],lái
騐,['nghiệm'],yàn
騑,['phi'],fēi
験,['nghiệm'],yàn
騕,['yểu'],yǎo
騖,['vụ'],wù
騠,['đề'],tí
騢,['hà'],xiá
騣,['tông'],zōng
騭,['chất'],zhì
騮,['lưu'],liú
騰,['đằng'],téng
騵,['nguyên'],yuán
騶,['sô'],zōu
騷,['tao'],sāo
騺,['chí'],zhì
驀,['mạch'],mò
驂,['tham'],cān
驄,['thông'],cōng
驅,['khu'],qū
驆,['tất'],bì
驈,['duật'],yù
驊,['hoa'],huá
驌,['túc'],sù
驍,['kiêu'],xiāo
驎,['lân'],lín
驏,['sạn'],zhàn
驒,['đàn'],tuó
驔,['đàm'],diàn
驕,['kiêu'],jiāo
驖,['thiết'],tiě
驗,['nghiệm'],yàn
驚,['kinh'],jīng
驛,['dịch'],yì
驟,['sậu'],zhòu
驢,['lư'],lǘ
驤,['tương'],xiāng
驦,['sương'],shuāng
驩,['hoan'],huān
驫,['bưu'],biāo
骨,['cốt'],gǔ
骫,['uỷ'],wěi
骭,['cán'],gàn
骯,['khảng'],āng
骰,['đầu'],tóu
骱,['giới'],jiè
骴,['tỳ'],cī
骶,['để'],dǐ
骷,['khô'],kū
骸,['hài'],hái
骹,['khao'],qiāo
骺,['hầu'],hóu
骼,['cách'],gé
髀,['bễ'],bì
髂,['khách'],qià
髆,['bác'],bó
髈,['bảng'],bǎng
髍,['ma'],mó
髏,['lâu'],lóu
髑,['độc'],dú
髓,['tuỷ'],suǐ
體,['thể'],tǐ
髖,['khoan'],kuān
高,['cao'],gāo
髙,['cao'],gāo
髠,['khôn'],kūn
髡,['khôn'],kūn
髢,['thế'],dí
髣,['phảng'],fǎng
髥,['nhiêm'],rán
髦,['mao'],máo
髨,['khôn'],kūn
髪,['phát'],fà
髯,['nhiêm'],rán
髲,['bị'],bì
髳,['mâu'],máo
髹,['hưu'],xiū
髾,['sao'],shāo
鬅,['bằng'],péng
鬈,['quyền'],quán
鬍,['hồ'],hú
鬏,['thu'],jiū
鬑,['liêm'],lián
鬒,['chẩn'],zhěn
鬗,['man'],mán
鬘,['man'],mán
鬙,['tăng'],sēng
鬚,['tu'],xū
鬟,['hoàn'],huán
鬠,['quái'],kuò
鬣,['liệp'],liè
鬥,['đấu'],dòu
鬦,['đấu'],dòu
鬩,['huých'],xì
鬪,['đấu'],dòu
鬬,['đấu'],dòu
鬭,['đấu'],dòu
鬮,['cưu'],jiū
鬯,['sưởng'],chàng
鬰,['uất'],yù
鬷,['tông'],zōng
鬼,['quỷ'],guǐ
魁,['khôi'],kuí
魂,['hồn'],hún
魃,['bạt'],bá
魅,['mị'],mèi
魈,['tiêu'],xiāo
魊,['vực'],yù
魋,['đồi'],tuí
魌,['khi'],qī
魍,['võng'],wǎng
魔,['ma'],mó
魘,['yểm'],yǎn
魚,['ngư'],yú
魛,['đao'],dāo
魟,['hồng'],hóng
魨,['đồn'],tún
魭,['nguyên'],yuán
魴,['phường'],fáng
魷,['vưu'],yóu
鮀,['đà'],tuó
鮃,['bình'],píng
鮆,['tễ'],cǐ
鮌,['cổn'],gǔn
鮍,['bì'],pī
鮒,['phụ'],fù
鮞,['nhi'],ér
鮟,['án'],àn
鮣,['ấn'],yìn
鮦,['đồng'],tóng
鮫,['giao'],jiāo
鮶,['quân'],jūn
鮸,['miễn'],miǎn
鮿,['triếp'],zhé
鯀,['cổn'],gǔn
鯆,['phô'],pū
鯇,['cán'],huàn
鯈,['du'],tiáo
鯊,['sa'],shā
鯗,['tưởng'],xiǎng
鯛,['điêu'],diāo
鯠,['lai'],lái
鯡,['phi'],fèi
鯢,['nghê'],ní
鯤,['côn'],kūn
鯧,['xương'],chāng
鯪,['lăng'],líng
鯸,['hầu'],hóu
鯽,['tức'],zéi
鯿,['biên'],biān
鰂,['tặc'],zéi
鰆,['xuân'],chūn
鰈,['điệp'],dié
鰉,['hoàng'],huáng
鰋,['yển'],yǎn
鰍,['thu'],qiū
鰐,['ngạc'],è
鰒,['phục'],fù
鰓,['tai'],sāi
鰕,['hà'],xiā
鰜,['kiêm'],qiàn
鰟,['bàng'],fáng
鰣,['thì'],shí
鰤,['sư'],shī
鰦,['tư'],zī
鰨,['tháp'],tǎ
鰱,['liên'],lián
鰲,['ngao'],áo
鰳,['lặc'],lè
鰷,['điều'],tiáo
鰹,['kiên'],jiān
鰻,['man'],mán
鰼,['tập'],xí
鰾,['phiêu'],biào
鱀,['ký'],jì
鱈,['tuyết'],xuě
鱎,['kiểu'],jiǎo
鱔,['thiện'],shàn
鱖,['quyết'],guì
鱗,['lân'],lín
鱘,['tầm'],xún
鱝,['phẫn'],fèn
鱤,['cảm'],gǎn
鱧,['lễ'],lǐ
鱨,['thường'],cháng
鱭,['tễ'],jì
鱮,['tự'],xù
鱵,['châm'],zhēn
鱷,['ngạc'],è
鱻,['tiên'],xiān
鳥,['điểu'],niǎo
鳦,['ất'],yǐ
鳧,['phù'],fú
鳩,['cưu'],jiū
鳬,['phù'],fǔ
鳲,['thi'],shī
鳶,['diên'],yuān
鳷,['chi'],zhī
鳽,['khiên'],jiān
鴃,['quyết'],jué
鴄,['thất'],pǐ
鴇,['bảo'],bǎo
鴈,['nhạn'],yàn
鴉,['nha'],yā
鴒,['linh'],líng
鴕,['đà'],tuó
鴗,['lập'],lì
鴛,['uyên'],yuān
鴝,['cù'],qú
鴟,['si'],chī
鴢,['ấu'],yǎo
鴣,['cô'],gū
鴥,['duật'],yù
鴦,['ương'],yāng
鴨,['áp'],yā
鴯,['nhi'],ér
鴳,['yến'],yàn
鴴,['hằng'],héng
鴷,['liệt'],liè
鴻,['hồng'],hóng
鴽,['như'],rú
鴿,['cáp'],gē
鵂,['hưu'],xiū
鵑,['quyên'],juān
鵒,['dục'],yù
鵓,['bột'],bó
鵗,['hy'],xī
鵙,['quyết'],jú
鵜,['đề'],tí
鵝,['nga'],é
鵞,['nga'],é
鵟,['cuồng'],kuáng
鵡,['vũ'],wǔ
鵩,['phục'],fú
鵪,['am'],ān
鵫,['trạo'],zhuó
鵬,['bằng'],péng
鵰,['điêu'],diāo
鵲,['thước'],què
鵶,['nha'],yā
鵷,['uyên'],yuān
鵾,['côn'],kūn
鶂,['nghịch'],yì
鶇,['đông'],dōng
鶉,['thuần'],chún
鶊,['canh'],gēng
鶒,['xích'],chì
鶓,['miêu'],miáo
鶖,['thu'],qiū
鶘,['hồ'],hú
鶚,['ngạc'],è
鶡,['hạt'],hé
鶤,['côn'],kūn
鶩,['vụ'],wù
鶬,['thương'],cāng
鶯,['oanh'],yīng
鶱,['hiên'],xiān
鶴,['hạc'],hè
鶵,['sồ'],chú
鶹,['lưu'],liú
鶺,['tích'],jí
鶼,['kiêm'],jiān
鶿,['tư'],cí
鷁,['nghịch'],yì
鷃,['yến'],yàn
鷄,['kê'],jī
鷇,['cấu'],kòu
鷈,['đề'],tī
鷉,['đề'],tī
鷊,['nghịch'],yì
鷕,['diểu'],yǎo
鷖,['ê'],yī
鷗,['âu'],ōu
鷙,['chí'],zhì
鷦,['tiêu'],jiāo
鷩,['tế'],bì
鷫,['túc'],sù
鷯,['liêu'],liáo
鷰,['yến'],yàn
鷳,['nhàn'],xián
鷴,['nhàn'],xián
鷹,['ưng'],yīng
鷺,['lộ'],lù
鷽,['hạc'],xué
鷾,['ý'],yì
鷿,['tịch'],pì
鸂,['khê'],xī
鸇,['chiên'],zhān
鸊,['tịch'],pì
鸌,['oách'],hù
鸎,['oanh'],yīng
鸐,['địch'],dí
鸑,['nhạc'],yuè
鸕,['lô'],lú
鸘,['sương'],shuāng
鸚,['anh'],yīng
鸛,['quán'],guàn
鸜,['cù'],qú
鸞,['loan'],luán
鹵,['lỗ'],lǔ
鹺,['ta'],cuó
鹿,['lộc'],lù
麀,['ưu'],yōu
麁,['thô'],cū
麄,['thô'],cū
麅,['bào'],páo
麈,['chủ'],zhǔ
麐,['lân'],lín
麑,['nghê'],ní
麓,['lộc'],lù
麝,['xạ'],shè
麞,['chương'],zhāng
麟,['lân'],lín
麠,['canh'],jīng
麤,['thô'],cū
麥,['mạch'],mài
麩,['phu'],fū
麪,['miến'],miàn
麫,['miến'],miàn
麮,['khứ'],qù
麯,['khúc'],qū
麰,['mâu'],móu
麴,['khúc'],qū
麵,['miến'],miàn
麺,['miến'],miàn
麻,['ma'],má
麼,['ma'],me
麾,['huy'],huī
黀,['tưu'],zōu
黁,['nuyên'],nún
黇,['chiêm'],tiān
黌,['huỳnh'],hóng
黍,['thử'],shǔ
黎,['lê'],lí
黏,['niêm'],nián
黑,['hắc'],hēi
