char,hanviet,pinyin
嫩,['nộn'],nèn
嫪,['liệu'],lào
嫫,['mô'],mó
嫭,['hộ'],hù
嫮,['hộ'],hù
嫵,['vũ'],wǔ
嫺,['nhàn'],xián
嫻,['nhàn'],xián
嫽,['liêu'],liáo
嬀,['quy'],guī
嬃,['tu'],xū
嬌,['kiều'],jiāo
嬖,['bế'],bì
嬗,['thiện'],shàn
嬙,['tường'],qiáng
嬡,['ái'],ài
嬢,['nương'],niáng
嬪,['tần'],pín
嬬,['nhu'],rú
嬰,['anh'],yīng
嬴,['doanh'],yíng
嬸,['thẩm'],shěn
嬿,['yến'],yàn
孀,['sương'],shuāng
孃,['nương'],niáng
孌,['luyến'],luán
孏,['lãn'],lǎn
孔,['khổng'],kǒng
孕,['dựng'],yùn
字,['tự'],zì
存,['tồn'],cún
孚,['phu'],fú
孛,['bột'],bèi
孜,['tư'],zī
孝,['hiếu'],xiào
孢,['bào'],bāo
季,['quý'],jì
孤,['cô'],gū
孨,['chuyển'],zhuǎn
孩,['hài'],hái
孰,['thục'],shú
孱,['sàn'],càn
孳,['tư'],zī
學,['học'],xué
孺,['nhụ'],rú
孻,['nai'],nái
孼,['nghiệt'],niè
孽,['nghiệt'],niè
宀,['miên'],mián
宂,['nhũng'],rǒng
宄,['quỹ'],guǐ
宅,['trạch'],zhái
宇,['vũ'],yǔ
宋,['tống'],sòng
完,['hoàn'],wán
宍,['nhục'],ròu
宕,['đãng'],dàng
官,['quan'],guān
宙,['trụ'],zhòu
宜,['nghi'],yí
客,['khách'],kè
宣,['tuyên'],xuān
室,['thất'],shì
宥,['hựu'],yòu
宦,['hoạn'],huàn
宧,['di'],yí
宬,['thành'],chéng
宮,['cung'],gōng
宰,['tể'],zǎi
宴,['yến'],yàn
宵,['tiêu'],xiāo
宸,['thần'],chén
宼,['khấu'],kòu
寀,['thái'],cǎi
寂,['tịch'],jì
寃,['oan'],yuān
寅,['dần'],yín
密,['mật'],mì
寇,['khấu'],kòu
富,['phú'],fù
寎,['kính'],bìng
寐,['mị'],mèi
寑,['tẩm'],qǐn
寒,['hàn'],hán
寓,['ngụ'],yù
寕,['ninh'],níng
寖,['tẩm'],jìn
寘,['trí'],zhì
寛,['khoan'],kuān
寞,['mịch'],mò
察,['sát'],chá
寡,['quả'],guǎ
寢,['tẩm'],qǐn
寥,['liêu'],liáo
寨,['trại'],zhài
審,['thẩm'],shěn
寫,['tả'],xiě
寬,['khoan'],kuān
寮,['liêu'],liáo
寰,['hoàn'],huán
寵,['sủng'],chǒng
寸,['thốn'],cùn
寺,['tự'],sì
対,['đối'],duì
封,['phong'],fēng
専,['chuyên'],zhuān
尃,['phu'],fū
尅,['khắc'],kè
專,['chuyên'],zhuān
尊,['tôn'],zūn
尋,['tầm'],xún
尌,['thụ'],shù
對,['đối'],duì
導,['đạo'],dǎo
小,['tiểu'],xiǎo
尒,['nhĩ'],ěr
尓,['nhĩ'],ěr
尖,['tiêm'],jiān
尗,['thúc'],shū
尙,['thượng'],shàng
尚,['thượng'],shàng
尟,['tiển'],xiǎn
尠,['tiển'],xiǎn
尤,['vưu'],yóu
尪,['uông'],wāng
尬,['giới'],gà
尰,['thũng'],zhǒng
就,['tựu'],jiù
尶,['giam'],gān
尸,['thi'],shī
尾,['vĩ'],wěi
局,['cục'],jú
屁,['thí'],pì
屆,['giới'],jiè
屋,['ốc'],wū
屍,['thi'],shī
屐,['kịch'],jī
屑,['tiết'],xiè
展,['triển'],zhǎn
屖,['tê'],xī
屜,['thế'],tì
屝,['phỉ'],fèi
屢,['lũ'],lǚ
層,['tầng'],céng
屧,['tiệp'],xiè
屨,['lũ'],jù
屪,['liêu'],liáo
屮,['triệt'],chè
屴,['lực'],lì
屹,['ngật'],yì
屼,['ngột'],wù
岅,['phản'],bǎn
岈,['ha'],yá
岊,['tiết'],jié
岌,['ngập'],jí
岍,['khiên'],qiān
岑,['sầm'],cén
岒,['kiềm'],qián
岝,['trách'],zuò
岞,['trách'],zuò
岡,['cương'],gāng
岢,['khả'],kě
岧,['thiều'],tiáo
岨,['thư'],qū
岩,['nham'],yán
岫,['tụ'],xiù
岬,['giáp'],jiǎ
岱,['đại'],dài
岳,['nhạc'],yuè
岵,['hỗ'],hù
岸,['ngạn'],àn
岹,['thiều'],tiáo
峇,['khạp'],bā
峋,['tuân'],xún
峚,['mật'],mì
峞,['quỵ'],wéi
峨,['nga'],é
峩,['nga'],é
峭,['tiễu'],qiào
峯,['phong'],fēng
峰,['phong'],fēng
島,['đảo'],dǎo
峻,['tuấn'],jùn
崁,['khám'],kàn
崇,['sùng'],chóng
崋,['hoa'],huà
崌,['cư'],jū
崍,['lai'],lái
崑,['côn'],kūn
崖,['nhai'],yá
崗,['cương'],gǎng
崚,['lăng'],léng
崛,['quật'],jué
崞,['quách'],guō
崢,['tranh'],zhēng
崦,['yêm'],yān
崧,['tung'],sōng
崩,['băng'],bēng
崮,['cố'],gù
崳,['du'],yú
崴,['uy'],wǎi
崿,['ngạc'],è
嵂,['luật'],lǜ
嵇,['kê'],jī
嵊,['thặng'],shèng
嵐,['lam'],lán
嵒,['nham'],yán
嵗,['tuế'],suì
嵩,['tung'],sōng
嵫,['tư'],zī
嵯,['tha'],cuó
嵺,['lũ'],liáo
嵾,['sâm'],cēn
嶁,['lũ'],lǒu
嶂,['chướng'],zhàng
嶅,['ngao'],áo
嶇,['khu'],qū
嶋,['đảo'],dǎo
嶌,['đảo'],dǎo
嶒,['tằng'],céng
嶓,['ba'],bō
嶗,['lao'],láo
嶙,['lân'],lín
嶝,['đặng'],dèng
嶞,['đoạ'],duò
嶟,['tôn'],zūn
嶡,['quyết'],guì
嶢,['nghiêu'],yáo
嶧,['dịch'],yì
嶪,['nghiệp'],yè
嶫,['nghiệp'],yè
嶮,['hiểm'],xiǎn
嶰,['giải'],xiè
嶲,['tây'],xī
嶴,['áo'],ào
嶸,['vanh'],róng
嶽,['nhạc'],yuè
巃,['lung'],lóng
巆,['vanh'],róng
巉,['sàm'],chán
巍,['nguy'],wēi
巒,['loan'],luán
巓,['điên'],diān
巔,['điên'],diān
巖,['nham'],yán
巜,['quái'],kuài
川,['xuyên'],chuān
州,['châu'],zhōu
巟,['hoang'],huāng
巠,['kinh'],jīng
巢,['sào'],cháo
巣,['sào'],cháo
工,['công'],gōng
巧,['xảo'],qiǎo
巫,['vu'],wū
已,['dĩ'],yǐ
巴,['ba'],bā
巵,['chi'],zhī
巷,['hạng'],xiàng
巹,['cẩn'],jǐn
巻,['quyển'],juàn
巽,['tốn'],xùn
巾,['cân'],jīn
市,['thị'],shì
布,['bố'],bù
帄,['đinh'],dīng
帋,['chỉ'],zhǐ
帘,['liêm'],lián
帛,['bạch'],bó
帝,['đế'],dì
帡,['bình'],píng
帣,['quyến'],juǎn
帨,['thuế'],shuì
師,['sư'],shī
帬,['quần'],qún
席,['tịch'],xí
帰,['quy'],guī
帲,['bình'],píng
帳,['trướng'],zhàng
帷,['duy'],wéi
常,['thường'],cháng
帽,['mạo'],mào
幀,['tránh'],zhèng
幄,['ác'],wò
幇,['bang'],bāng
幈,['bình'],píng
幋,['bàn'],pán
幌,['hoảng'],huǎng
幏,['giá'],jià
幑,['huy'],huī
幔,['mạn'],màn
幗,['quắc'],guó
幘,['trách'],zé
幙,['mạc'],mù
幚,['bang'],bāng
幟,['xí'],zhì
幠,['hu'],hū
幣,['tệ'],bì
幦,['mịch'],mì
幩,['phần'],fén
幪,['mông'],méng
幫,['bang'],bāng
幮,['trù'],chú
年,['niên'],nián
幵,['kiên'],jiān
幸,['hạnh'],xìng
幽,['u'],yōu
庀,['phỉ'],pǐ
床,['sàng'],chuáng
序,['tự'],xù
底,['để'],dǐ
店,['điếm'],diàn
庚,['canh'],gēng
府,['phủ'],fǔ
庠,['tường'],xiáng
庥,['hưu'],xiū
庫,['khố'],kù
庵,['am'],ān
庶,['thứ'],shù
庹,['thoả'],tuǒ
庽,['ngụ'],yù
庾,['dữu'],yǔ
庿,['miếu'],miào
廀,['sưu'],sōu
廄,['cứu'],jiù
廆,['hối'],guī
廈,['hạ'],shà
廉,['liêm'],lián
廊,['lang'],láng
廋,['sưu'],sōu
廏,['cứu'],jiù
廐,['cứu'],jiù
廒,['ngao'],áo
廚,['trù'],chú
廛,['triền'],chán
廝,['tư'],sī
廟,['miếu'],miào
廠,['xưởng'],chǎng
廢,['phế'],fèi
廥,['quái'],kuài
廧,['tường'],qiáng
廩,['lẫm'],lǐn
廱,['ung'],yōng
廴,['dẫn'],yǐn
廵,['tuần'],xún
廷,['đình'],tíng
廸,['địch'],dí
廻,['hồi'],huí
廼,['nãi'],nǎi
弄,['lộng'],nòng
弈,['dịch'],yì
弋,['dặc'],yì
弌,['nhất'],yī
弍,['nhị'],èr
弎,['tam'],sān
式,['thức'],shì
弒,['thí'],shì
弓,['cung'],gōng
弗,['phất'],fú
弘,['hoằng'],hóng
弛,['thỉ'],chí
弝,['bá'],bà
弢,['thao'],tāo
弣,['phủ'],fǔ
弤,['để'],dǐ
弦,['huyền'],xián
弨,['siêu'],chāo
弩,['nỗ'],nǔ
弮,['khuyên'],quān
弰,['sao'],shāo
弱,['nhược'],ruò
弶,['cương'],jiàng
弼,['bật'],bì
彀,['cấu'],gòu
彄,['khu'],kōu
彎,['loan'],wān
彔,['lục'],lù
彖,['thoán'],tuàn
彗,['tuệ'],huì
彘,['trệ'],zhì
彛,['di'],yí
彞,['di'],yí
彠,['hoạch'],yuē
形,['hình'],xíng
彤,['đồng'],tóng
彥,['ngạn'],yàn
彧,['úc'],yù
彪,['bưu'],biāo
彫,['điêu'],diāo
彬,['bân'],bīn
彰,['chương'],zhāng
影,['ảnh'],yǐng
役,['dịch'],yì
彼,['bỉ'],bǐ
彽,['đê'],dī
彿,['phất'],fú
往,['vãng'],wǎng
徂,['tồ'],cú
徃,['vãng'],wǎng
待,['đãi'],dài
徉,['dương'],yáng
徊,['hồi'],huái
律,['luật'],lǜ
徐,['từ'],xú
徑,['kính'],jìng
徒,['đồ'],tú
従,['tòng'],cóng
得,['đắc'],dé
徘,['bồi'],pái
徜,['thảng'],cháng
徧,['biến'],biàn
徨,['hoàng'],huáng
循,['tuần'],xún
徭,['dao'],yáo
徳,['đức'],dé
德,['đức'],dé
徹,['triệt'],chè
徽,['huy'],huī
心,['tâm'],xīn
忄,['tâm'],xin
必,['tất'],bì
忉,['đao'],dāo
忍,['nhẫn'],rěn
忒,['thắc'],tè
志,['chí'],zhì
忙,['mang'],máng
応,['ưng'],yīng
忝,['thiểm'],tiǎn
忞,['mân'],mín
忠,['trung'],zhōng
忤,['ngỗ'],wǔ
忪,['chung'],sōng
快,['khoái'],kuài
忭,['biện'],biàn
忱,['thầm'],chén
忲,['thái'],tài
念,['niệm'],niàn
忺,['hiêm'],xiān
忽,['hốt'],hū
忿,['phẫn'],fèn
怊,['siêu'],chāo
怍,['tạc'],zuò
怏,['ưởng'],yàng
怒,['nộ'],nù
怔,['chinh'],zhēng
怙,['hỗ'],hù
怛,['đát'],dá
怞,['du'],chóu
怠,['đãi'],dài
怡,['di'],yí
急,['cấp'],jí
怦,['phanh'],pēng
性,['tính'],xìng
怩,['ni'],ní
怪,['quái'],guài
怭,['tất'],bì
怯,['khiếp'],qiè
怱,['thông'],cōng
怲,['bính'],bǐng
怳,['hoảng'],huǎng
怵,['truật'],chù
恃,['thị'],shì
恇,['khuông'],kuāng
恉,['chỉ'],zhǐ
恍,['hoảng'],huǎng
恔,['hiệu'],jiǎo
恕,['thứ'],shù
恙,['dạng'],yàng
恛,['hồi'],huí
恝,['kiết'],jiá
恟,['hung'],xiōng
恠,['quái'],guài
恡,['lận'],lìn
恢,['khôi'],huī
恤,['tuất'],xù
恥,['sỉ'],chǐ
恧,['nục'],nǜ
恨,['hận'],hèn
恩,['ân'],ēn
恪,['khác'],kè
恬,['điềm'],tián
恭,['cung'],gōng
息,['tức'],xī
恿,['dũng'],yǒng
悀,['dũng'],yǒng
悃,['khổn'],kǔn
悅,['duyệt'],yuè
悆,['dự'],yù
悉,['tất'],xī
悊,['triết'],zhé
悍,['hãn'],hàn
悐,['thích'],tì
悒,['ấp'],yì
悕,['hy'],xī
悚,['tủng'],sǒng
悞,['ngộ'],wù
悟,['ngộ'],wù
悠,['du'],yōu
患,['hoạn'],huàn
悤,['thông'],cōng
悧,['lợi'],lì
悪,['ác'],è
悰,['tông'],cóng
悱,['phỉ'],fěi
悲,['bi'],bēi
悳,['đức'],dé
悴,['tuỵ'],cuì
悵,['trướng'],chàng
悷,['lệ'],lì
悸,['quý'],jì
悻,['hãnh'],xìng
悽,['thê'],qī
悾,['không'],kōng
惄,['nịch'],nì
情,['tình'],qíng
惆,['trù'],chóu
惇,['đôn'],dūn
惈,['quả'],guǒ
惌,['uyên'],yuān
惑,['hoặc'],huò
惘,['võng'],wǎng
惜,['tích'],xī
惟,['duy'],wéi
惠,['huệ'],huì
惥,['dũng'],yǒng
惦,['điếm'],diàn
惪,['đức'],dé
惱,['não'],nǎo
惲,['uẩn'],yùn
想,['tưởng'],xiǎng
惴,['chuý'],zhuì
惶,['hoàng'],huáng
惷,['xuẩn'],chǔn
惸,['quỳnh'],qióng
惻,['trắc'],cè
愁,['sầu'],chóu
愆,['khiên'],qiān
愈,['dũ'],yù
愍,['mẫn'],mǐn
愎,['phức'],bì
愐,['miễn'],miǎn
愓,['đãng'],dàng
愕,['ngạc'],è
愙,['khác'],kè
愚,['ngu'],yú
愛,['ái'],ài
愣,['lăng'],lèng
愧,['quý'],kuì
愫,['tố'],sù
愷,['khải'],kǎi
愼,['thận'],shèn
愽,['bác'],bó
愿,['nguyện'],yuàn
慁,['hỗn'],hùn
慂,['dũng'],yǒng
慄,['lật'],lì
慆,['thao'],tāo
慇,['ân'],yīn
慉,['súc'],xù
態,['thái'],tài
慎,['thận'],shèn
慕,['mộ'],mù
慘,['thảm'],cǎn
慙,['tàm'],cán
慚,['tàm'],cán
慝,['thắc'],tè
慢,['mạn'],màn
慣,['quán'],guàn
慥,['tháo'],zào
慨,['khái'],kǎi
慪,['âu'],òu
慱,['đoàn'],tuán
慷,['khảng'],kāng
慼,['thích'],qī
慽,['thích'],qī
慾,['dục'],yù
憀,['liêu'],liáo
憂,['ưu'],yōu
憇,['khế'],qì
憍,['kiêu'],jiāo
憎,['tăng'],zēng
憒,['hội'],kuì
憔,['tiều'],qiáo
憖,['ngận'],yìn
憩,['khế'],qì
憪,['hàn'],xián
憫,['mẫn'],mǐn
憬,['cảnh'],jǐng
憯,['thảm'],cǎn
憲,['hiến'],xiàn
憶,['ức'],yì
憷,['sở'],chù
憸,['tiêm'],xiān
懂,['đổng'],dǒng
懃,['cần'],qín
懅,['cứ'],jù
懇,['khẩn'],kěn
懈,['giải'],xiè
懋,['mậu'],mào
懌,['dịch'],yì
懍,['lẫm'],lǐn
懠,['tê'],qí
懣,['muộn'],mèn
懤,['trù'],chóu
懨,['yêm'],yān
懫,['chí'],zhì
懮,['ưu'],yǒu
懲,['trừng'],chéng
懷,['hoài'],huái
懸,['huyền'],xuán
懺,['sám'],chàn
懼,['cụ'],jù
懾,['nhiếp'],shè
懿,['ý'],yì
戀,['luyến'],liàn
戈,['qua'],gē
戊,['mậu'],wù
戌,['tuất'],xū
戍,['thú'],shù
戎,['nhung'],róng
成,['thành'],chéng
我,['ngã'],wǒ
戒,['giới'],jiè
戕,['tường'],qiāng
戛,['kiết'],jiá
戞,['kiết'],jiá
戟,['kích'],jǐ
戡,['kham'],kān
戢,['tập'],jí
戣,['quỳ'],kuí
戥,['đẳng'],děng
截,['tiệt'],jié
戮,['lục'],lù
戰,['chiến'],zhàn
戶,['hộ'],hù
戸,['hộ'],hù
戹,['ách'],è
戺,['sĩ'],shì
戼,['mão'],mǎo
所,['sở'],suǒ
扆,['ỷ'],yǐ
扈,['hỗ'],hù
扉,['phi'],fēi
手,['thủ'],shǒu
扌,['thủ'],shou
才,['tài'],cái
扎,['trát'],zhā
扐,['lặc'],lè
托,['thác'],tuō
扤,['ngột'],wù
扭,['nữu'],niǔ
扯,['xả'],chě
批,['phê'],pī
扻,['tiết'],zhì
扼,['ách'],è
抄,['sao'],chāo
抈,['nguyệt'],yuè
抉,['quyết'],jué
抌,['thẩm'],dǎn
抑,['ức'],yì
抒,['trữ'],shū
抖,['đẩu'],dǒu
抗,['kháng'],kàng
抝,['ảo'],ǎo
択,['trạch'],zé
抴,['duệ'],yè
抶,['sất'],chì
抹,['mạt'],mǒ
押,['áp'],yā
抽,['trừu'],chōu
抿,['mân'],mǐn
拄,['trụ'],zhǔ
拇,['mẫu'],mǔ
拈,['niêm'],niān
拉,['lạp'],lā
拋,['phao'],pāo
拎,['linh'],līn
拐,['quải'],guǎi
拑,['kiềm'],qián
拙,['chuyết'],zhuō
拜,['bái'],bài
拝,['bái'],bài
拪,['thiên'],qiān
拫,['ngân'],hén
拭,['thức'],shì
拱,['củng'],gǒng
拳,['quyền'],quán
拴,['thuyên'],shuān
拶,['tạt'],zā
拷,['khảo'],kǎo
拽,['duệ'],zhuāi
拿,['nã'],ná
持,['trì'],chí
指,['chỉ'],zhǐ
按,['án'],àn
挌,['cách'],gé
挍,['hiệu'],jiào
挓,['trát'],zhā
挪,['na'],nuó
挫,['toả'],cuò
挵,['lộng'],nòng
挹,['ấp'],yì
挺,['đĩnh'],tǐng
挽,['vãn'],wǎn
捅,['thống'],tǒng
捉,['tróc'],zhuō
捌,['bát'],bā
捏,['niết'],niē
捐,['quyên'],juān
捗,['duệ'],bù
捘,['tuấn'],zùn
捨,['xả'],shě
捫,['môn'],mén
捺,['nại'],nà
捽,['tốt'],zuó
掄,['luân'],lūn
掇,['xuyết'],duō
掌,['chưởng'],zhǎng
掍,['cổn'],hùn
掏,['đào'],tāo
掐,['kháp'],qiā
排,['bài'],pái
掖,['dịch'],yē
掘,['quật'],jué
掛,['quải'],guà
掠,['lược'],lüè
掤,['băng'],bīng
接,['tiếp'],jiē
掩,['yểm'],yǎn
掬,['cúc'],jū
掮,['kiên'],qián
掯,['khẳng'],kèn
掾,['duyện'],yuàn
揄,['du'],yú
揅,['nghiên'],yán
揆,['quỹ'],kuí
揌,['tai'],sāi
揎,['tuyên'],xuān
描,['miêu'],miáo
揚,['dương'],yáng
換,['hoán'],huàn
揜,['yểm'],yǎn
揞,['yêm'],ǎn
揮,['huy'],huī
揸,['tra'],zhā
揹,['bội'],bēi
搇,['khấm'],qìn
搌,['triển'],zhǎn
損,['tổn'],sǔn
搎,['tôn'],sūn
搐,['súc'],chù
搗,['đảo'],dǎo
搘,['chi'],zhī
搛,['kiêm'],jiān
搞,['cảo'],gǎo
搠,['sóc'],shuò
搡,['táng'],sǎng
搢,['tấn'],jìn
搣,['diệt'],miè
搤,['ách'],è
搨,['tháp'],tà
搪,['đường'],táng
搲,['oa'],wā
搴,['khiên'],qiān
搽,['trà'],chá
搾,['trá'],zhà
搿,['cách'],gé
摀,['ô'],wǔ
摁,['ấn'],èn
摏,['thung'],chōng
摓,['phùng'],féng
摔,['suất'],shuāi
摘,['trích'],zhāi
摙,['liễn'],liǎn
摛,['si'],chī
摜,['quán'],guàn
摞,['loa'],luò
摟,['lâu'],lǒu
摠,['tổng'],zǒng
摩,['ma'],mó
摮,['ngao'],áo
摯,['chí'],zhì
摲,['sảm'],chàn
摳,['khu'],kōu
摹,['mô'],mó
撂,['lược'],liào
撃,['kích'],jī
撆,['biết'],piē
撇,['phiết'],piē
撊,['giản'],xiàn
撋,['nhuyên'],ruán
撓,['nạo'],náo
撝,['huy'],huī
撡,['thao'],cāo
撤,['triệt'],chè
撦,['xả'],chě
撬,['khiêu'],qiào
撮,['toát'],cuō
撳,['khấm'],qìn
撻,['thát'],tà
撼,['hám'],hàn
撽,['khiếu'],qiào
撾,['qua'],wō
擀,['cán'],gǎn
擄,['lỗ'],lǔ
擅,['thiện'],shàn
擇,['trạch'],zé
擊,['kích'],jī
擎,['kình'],qíng
擒,['cầm'],qín
擓,['khối'],kuǎi
擕,['huề'],xié
據,['cứ'],jù
擢,['trạc'],zhuó
擣,['đảo'],dǎo
擥,['lãm'],lǎn
擦,['sát'],cā
擧,['cử'],jǔ
擫,['áp'],yè
擬,['nghĩ'],nǐ
擱,['các'],gē
擲,['trịch'],zhì
擷,['hiệt'],xié
擻,['tẩu'],sǒu
擽,['lịch'],lüè
擾,['nhiễu'],rǎo
攃,['thát'],cā
攄,['sư'],shū
攆,['niện'],niǎn
攈,['quấn'],jùn
攉,['hoắc'],huō
攐,['khiên'],qiān
攓,['kiển'],qiān
攙,['sam'],chān
攜,['huề'],xié
攝,['nhiếp'],shè
攟,['quấn'],jùn
攤,['than'],tān
攧,['điên'],diān
攩,['đảng'],dǎng
攬,['lãm'],lǎn
攮,['nãng'],nǎng
支,['chi'],zhī
攲,['khi'],qī
攷,['khảo'],kǎo
攸,['du'],yōu
改,['cải'],gǎi
攺,['cải'],yǐ
攻,['công'],gōng
敁,['điêm'],diān
敂,['khấu'],kòu
故,['cố'],gù
效,['hiệu'],xiào
敉,['mị'],mǐ
敍,['tự'],xù
敏,['mẫn'],mǐn
救,['cứu'],jiù
敓,['thoát'],duó
敔,['ngữ'],yǔ
敕,['sắc'],chì
敗,['bại'],bài
敘,['tự'],xù
敜,['niếp'],niè
敝,['tệ'],bì
敢,['cảm'],gǎn
敫,['kiểu'],jiǎo
敬,['kính'],jìng
敭,['dương'],yáng
敱,['ngai'],ái
敲,['xao'],qiāo
整,['chỉnh'],zhěng
敵,['địch'],dí
敷,['phu'],fū
敹,['liêu'],liáo
敽,['kiểu'],jiǎo
斈,['học'],xué
斉,['tề'],qí
斌,['bân'],bīn
斎,['trai'],zhāi
斑,['ban'],bān
斒,['ban'],bān
斕,['lan'],lán
斛,['hộc'],hú
斝,['giả'],jiǎ
斞,['dữu'],yǔ
斟,['châm'],zhēn
斥,['xích'],chì
斧,['phủ'],fǔ
斨,['thương'],qiāng
斫,['chước'],zhuó
斬,['trảm'],zhǎn
斯,['tư'],sī
新,['tân'],xīn
斲,['trác'],zhuó
斵,['trác'],zhuó
斾,['bái'],pèi
旃,['chiên'],zhān
旅,['lữ'],lǚ
旆,['bái'],pèi
旊,['phưởng'],fǎng
旌,['tinh'],jīng
旐,['triệu'],zhào
旒,['lưu'],liú
旓,['sao'],shāo
旛,['phan'],fān
旝,['quái'],kuài
旟,['dư'],yú
旤,['hoạ'],huò
旦,['đán'],dàn
旨,['chỉ'],zhǐ
早,['tảo'],zǎo
旪,['hiệp'],xié
旭,['húc'],xù
旮,['ca'],gā
旯,['lạp'],lá
旱,['hạn'],hàn
旺,['vượng'],wàng
旻,['mân'],mín
旼,['mân'],mín
旾,['xuân'],chūn
昀,['quân'],yún
昂,['ngang'],áng
昃,['trắc'],zè
昄,['bản'],bǎn
昆,['côn'],kūn
昇,['thăng'],shēng
昉,['phưởng'],fǎng
昊,['hạo'],hào
昌,['xương'],chāng
明,['minh'],míng
昒,['hốt'],hū
昕,['hân'],xīn
昚,['thận'],shèn
昜,['dương'],yáng
昝,['tảm'],zǎn
星,['tinh'],xīng
映,['ánh'],yìng
昡,['huyễn'],xuàn
春,['xuân'],chūn
昨,['tạc'],zuó
昬,['hôn'],hūn
是,['thị'],shì
昱,['dục'],yù
昴,['mão'],mǎo
晄,['hoảng'],huǎng
晅,['huyên'],xuǎn
晉,['tấn'],jìn
晒,['sái'],shài
晗,['hàm'],hán
晚,['vãn'],wǎn
晛,['hiện'],xiàn
晜,['côn'],kūn
晝,['trú'],zhòu
晡,['bô'],bū
晢,['triết'],zhé
晤,['ngộ'],wù
晦,['hối'],huì
晨,['thần'],chén
晩,['vãn'],wǎn
晫,['trác'],zhuó
晬,['tối'],zuì
普,['phổ'],pǔ
晰,['tích'],xī
晴,['tình'],qíng
晶,['tinh'],jīng
晷,['quỹ'],guǐ
智,['trí'],zhì
暄,['huyên'],xuān
暆,['di'],yí
暉,['huy'],huī
暌,['khuê'],kuí
暎,['ánh'],yìng
暐,['vĩ'],wěi
暑,['thử'],shǔ
暘,['dương'],yáng
暢,['sướng'],chàng
暦,['lịch'],lì
暫,['tạm'],zàn
暮,['mộ'],mù
暵,['hán'],hàn
曄,['diệp'],yè
曆,['lịch'],lì
曇,['đàm'],tán
曈,['đồng'],tóng
曉,['hiểu'],xiǎo
曌,['chiếu'],zhào
曖,['ái'],ài
曙,['thự'],shǔ
曚,['mông'],méng
曛,['huân'],xūn
曜,['diệu'],yào
曝,['bộc'],pù
曠,['khoáng'],kuàng
曡,['điệp'],dié
曬,['sái'],shài
曰,['viết'],yuē
曲,['khúc'],qū
曳,['duệ'],yè
書,['thư'],shū
曹,['tào'],cáo
曽,['tằng'],cēng
替,['thế'],tì
最,['tối'],zuì
朁,['thảm'],cǎn
朅,['khiết'],qiè
朆,['phân'],fēn
月,['nguyệt'],yuè
朋,['bằng'],péng
服,['phục'],fú
朏,['phỉ'],fěi
朐,['cù'],qú
朔,['sóc'],shuò
朕,['trẫm'],zhèn
朗,['lãng'],lǎng
朙,['minh'],míng
望,['vọng'],wàng
朢,['vọng'],wàng
朣,['đồng'],tóng
朦,['mông'],méng
木,['mộc'],mù
末,['mạt'],mò
札,['trát'],zhá
朮,['truật'],shù
朳,['bát'],bā
朵,['đoá'],duǒ
朶,['đoá'],duǒ
朽,['hủ'],xiǔ
朾,['tranh'],chéng
朿,['thứ'],cì
杅,['vu'],yú
杇,['ô'],wū
杌,['ngột'],wù
杏,['hạnh'],xìng
材,['tài'],cái
村,['thôn'],cūn
杗,['mang'],máng
杜,['đỗ'],dù
杧,['mang'],máng
杭,['hàng'],háng
杯,['bôi'],bēi
杰,['kiệt'],jié
東,['đông'],dōng
杲,['cảo'],gǎo
板,['bản'],bǎn
枉,['uổng'],wǎng
枊,['ngang'],àng
枌,['phần'],fén
枏,['nam'],nán
析,['tích'],xī
林,['lâm'],lín
枘,['nhuế'],ruì
枚,['mai'],méi
果,['quả'],guǒ
枯,['khô'],kū
枳,['chỉ'],zhǐ
枴,['quải'],guǎi
枵,['hiêu'],xiāo
架,['giá'],jià
柃,['linh'],líng
柄,['bính'],bǐng
柊,['chung'],zhōng
某,['mỗ'],mǒu
柒,['thất'],qī
染,['nhiễm'],rǎn
柔,['nhu'],róu
柝,['thác'],tuò
柟,['nam'],nán
柣,['trật'],zhì
查,['tra'],chá
柩,['cữu'],jiù
柬,['giản'],jiǎn
柯,['kha'],kē
柰,['nại'],nài
柲,['biết'],bì
柳,['liễu'],liǔ
柷,['chúc'],chù
栃,['lệ'],lì
栄,['vinh'],róng
栔,['khế'],qì
栗,['lật'],lì
栘,['di'],yí
栭,['nhi'],ér
栰,['phạt'],fá
栱,['củng'],gǒng
栲,['khảo'],kǎo
栳,['lão'],lǎo
栴,['chiên'],zhān
根,['căn'],gēn
栻,['thức'],shì
桂,['quế'],guì
桃,['đào'],táo
框,['khung'],kuāng
案,['án'],àn
桌,['trác'],zhuō
桑,['tang'],sāng
桓,['hoàn'],huán
桕,['cữu'],jiù
桚,['tạt'],zǎn
桫,['sa'],suō
桮,['bôi'],bēi
桲,['bột'],po
桷,['giác'],jué
桹,['lang'],láng
桺,['liễu'],liǔ
梁,['lương'],liáng
梃,['đĩnh'],tǐng
梅,['mai'],méi
梆,['bang'],bāng
梏,['cốc'],gù
梐,['bệ'],bì
梓,['tử'],zǐ
梔,['chi'],zhī
梟,['kiêu'],xiāo
梠,['lữ'],lǚ
梡,['khoản'],hún
梣,['sầm'],cén
梨,['lê'],lí
梩,['tỷ'],lí
梯,['thê'],tī
械,['giới'],xiè
梳,['sơ'],shū
梴,['siên'],chān
梹,['tân'],bīn
棁,['chuyết'],zhuō
棃,['lê'],lí
棄,['khí'],qì
棉,['miên'],mián
